id	accession	organism_code	organism_name	order	uniprot_length	module_len	tail_len	total_len
A0A917QMF5_9NOCA/2-73	A0A917QMF5	9NOCA	Nocardia camponoti	Mycobacteriales	73	32	40	72
A0A0Q8NSE6_9ACTN/2-80	A0A0Q8NSE6	9ACTN		None		32	47	79
A0A3T0Y8Z9_9MICC/2-71	A0A3T0Y8Z9	9MICC		None		32	38	70
A0A7G1P297_9ACTN/44-107	A0A7G1P297	9ACTN	Streptomyces aurantiacus	Kitasatosporales	126	32	32	64
A0A917TXK2_9ACTN/2-67	A0A917TXK2	9ACTN	Micromonospora sonchi	Micromonosporales	70	32	34	66
A0A1G6GCX4_9ACTN/2-72	A0A1G6GCX4	9ACTN	Raineyella antarctica	Propionibacteriales	79	32	39	71
A0A7G8KCW9_9ACTN/2-78	A0A7G8KCW9	9ACTN	Streptomyces buecherae	Kitasatosporales	82	32	45	77
A0A542YNQ6_9MICO/2-67	A0A542YNQ6	9MICO	Ornithinicoccus hortensis	Micrococcales	68	32	34	66
A0A022KYA0_9MICO/2-62	A0A022KYA0	9MICO	Brachybacterium muris UCD-AY4	Micrococcales	68	32	29	61
D6Y9K4_THEBD/2-72	D6Y9K4	THEBD	Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51)	Streptosporangiales	75	32	39	71
A0A248YHD0_9ACTN/2-69	A0A248YHD0	9ACTN		None		32	36	68
A0A6I1GNL0_9BIFI/2-83	A0A6I1GNL0	9BIFI	Bifidobacterium leontopitheci	Bifidobacteriales	127	32	50	82
A0A3G6J8P2_9CORY/2-61	A0A3G6J8P2	9CORY	Corynebacterium choanae	Mycobacteriales	65	32	28	60
A0A6N7Z159_9PSEU/2-61	A0A6N7Z159	9PSEU	Amycolatopsis pithecellobii	Pseudonocardiales	61	32	28	60
A0A6G6WJY7_9ACTN/2-58	A0A6G6WJY7	9ACTN	Nocardioides anomalus	Propionibacteriales	61	32	25	57
A0A8A4ZE37_9MICO/2-66	A0A8A4ZE37	9MICO	Pengzhenrongella sicca	Micrococcales	67	32	33	65
A0A918EHF3_9PSEU/2-60	A0A918EHF3	9PSEU	Saccharothrix coeruleofusca	Pseudonocardiales	60	32	27	59
A0A6G2BBZ3_9ACTN/2-63	A0A6G2BBZ3	9ACTN	Streptomyces taklimakanensis	Kitasatosporales	91	32	30	62
A0A4R7TB28_9ACTN/2-63	A0A4R7TB28	9ACTN	Kribbella voronezhensis	Propionibacteriales	63	32	30	62
A0AAJ1EVA7_9ACTO/2-64	A0AAJ1EVA7	9ACTO		None		32	31	63
A0A1Q5M7Z8_9ACTN/2-77	A0A1Q5M7Z8	9ACTN		None		32	44	76
A0A926JKX8_9ACTN/2-81	A0A926JKX8	9ACTN		None		32	48	80
A0A2U0H941_9MICO/2-65	A0A2U0H941	9MICO		None		32	32	64
A0A919MEG6_9ACTN/23-90	A0A919MEG6	9ACTN	Paractinoplanes ferrugineus	Micromonosporales	92	32	36	68
A0A387B5W5_9MICO/2-67	A0A387B5W5	9MICO	Protaetiibacter intestinalis	Micrococcales	69	32	34	66
H5UUI1_9MICO/2-63	H5UUI1	9MICO	Mobilicoccus pelagius NBRC 104925	Micrococcales	63	32	30	62
A0A2R2WCH2_9MICO/2-65	A0A2R2WCH2	9MICO		None		32	32	64
A0A853BPA4_9ACTN/2-72	A0A853BPA4	9ACTN	Streptomonospora nanhaiensis	Streptosporangiales	85	32	39	71
A0A919PC90_9CELL/2-63	A0A919PC90	9CELL	Cellulomonas pakistanensis	Micrococcales	63	32	30	62
A0A168FF10_9MICO/2-68	A0A168FF10	9MICO	Isoptericola dokdonensis DS-3	Micrococcales	69	32	35	67
D2AQU0_STRRD/2-52	D2AQU0	STRRD	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangiales	55	32	19	51
A0A3L8NWZ8_9ACTN/2-62	A0A3L8NWZ8	9ACTN	Nocardioides mangrovicus	Propionibacteriales	63	32	29	61
A0A9W6HIK0_9MICO/2-58	A0A9W6HIK0	9MICO	Microbacterium imperiale	Micrococcales	58	32	25	57
A0A7X6HZG0_9ACTN/2-86	A0A7X6HZG0	9ACTN	Streptomyces lonarensis	Kitasatosporales	87	32	53	85
A0A2P4ULD8_9ACTN/2-65	A0A2P4ULD8	9ACTN	Actinomadura rubteroloni	Streptosporangiales	70	32	32	64
A0A944E972_9ACTN/2-85	A0A944E972	9ACTN		None		32	52	84
A0A4R5TXJ5_9MICC/2-72	A0A4R5TXJ5	9MICC	Arthrobacter crusticola	Micrococcales	78	32	39	71
A0A1C6N392_9ACTN/2-64	A0A1C6N392	9ACTN		None		32	31	63
A0A543N6T4_9ACTN/2-70	A0A543N6T4	9ACTN	Haloactinospora alba	Streptosporangiales	94	33	36	69
A0A4R9EWA2_9ACTN/2-79	A0A4R9EWA2	9ACTN		None		32	46	78
A0A927PKC8_9ACTN/2-69	A0A927PKC8	9ACTN	Lolliginicoccus lacisalsi	Mycobacteriales	69	32	36	68
A0A917YPW5_9ACTN/2-56	A0A917YPW5	9ACTN	Nonomuraea cavernae	Streptosporangiales	56	32	23	55
A0A0Q0U8I1_9CORY/2-61	A0A0Q0U8I1	9CORY	Corynebacterium lowii	Mycobacteriales	68	32	28	60
A0A285QLC3_9ACTN/2-73	A0A285QLC3	9ACTN		None		32	40	72
A0A0A6VT32_KOCRO/2-71	A0A0A6VT32	KOCRO	Kocuria rosea subsp. polaris	Micrococcales	74	32	38	70
A0A2S4A0V3_ARTGL/2-72	A0A2S4A0V3	ARTGL	Arthrobacter glacialis	Micrococcales	76	32	39	71
A0A7Y6I6Z0_9ACTN/2-65	A0A7Y6I6Z0	9ACTN	Nonomuraea montanisoli	Streptosporangiales	72	32	32	64
A0A0X3XLR0_9ACTN/2-69	A0A0X3XLR0	9ACTN		None		32	36	68
A0A239H7Q1_9ACTN/2-69	A0A239H7Q1	9ACTN	Actinoplanes regularis	Micromonosporales	72	32	36	68
A0A850J8W8_9ACTN/2-63	A0A850J8W8	9ACTN		None		32	30	62
A0A918T714_9ACTN/2-64	A0A918T714	9ACTN	Streptomyces termitum	Kitasatosporales	85	32	31	63
A0A3N2BBD3_9MICO/2-62	A0A3N2BBD3	9MICO	Allobogoriella caseilytica	Allobogoriellales	62	32	29	61
A0A9W6HQP9_9MICO/2-61	A0A9W6HQP9	9MICO	Microbacterium keratanolyticum	Micrococcales	61	32	28	60
A0A087BSK5_9BIFI/2-79	A0A087BSK5	9BIFI	Bifidobacterium minimum	Bifidobacteriales	126	32	46	78
A0A5C4U277_9CORY/2-57	A0A5C4U277	9CORY	Corynebacterium tapiri	Mycobacteriales	59	32	24	56
A0A7Y0P362_9ACTN/2-65	A0A7Y0P362	9ACTN		None		32	32	64
A0A839QF47_9MICC/2-72	A0A839QF47	9MICC	Paeniglutamicibacter cryotolerans	Micrococcales	74	32	39	71
A0A2W2BWR0_9ACTN/2-66	A0A2W2BWR0	9ACTN	Micromonospora endophytica	Micromonosporales	70	32	33	65
A0A3P1VBV2_9ACTO/2-67	A0A3P1VBV2	9ACTO	Actinomyces bowdenii	Actinomycetales	70	32	34	66
A0A7K3MCA5_9ACTN/2-62	A0A7K3MCA5	9ACTN	Phytoactinopolyspora mesophila	Jiangellales	64	32	29	61
A0A1H4V9F1_9ACTN/2-81	A0A1H4V9F1	9ACTN		None		32	48	80
A0A5Q2FEE7_9ACTN/2-78	A0A5Q2FEE7	9ACTN	Raineyella fluvialis	Propionibacteriales	82	32	45	77
A0A930YBN0_9ACTN/2-62	A0A930YBN0	9ACTN	Nocardioides acrostichi	Propionibacteriales	63	32	29	61
A0A8J4DIW8_9ACTN/2-65	A0A8J4DIW8	9ACTN	Spirilliplanes yamanashiensis	Micromonosporales	70	32	32	64
A0A1C4SJG2_9ACTN/2-65	A0A1C4SJG2	9ACTN		None		32	32	64
D1A1H9_THECD/2-69	D1A1H9	THECD	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	Streptosporangiales	71	32	36	68
A0A5N8X686_9ACTN/2-79	A0A5N8X686	9ACTN	Streptomyces acidicola	Kitasatosporales	83	32	46	78
D7WA63_9CORY/2-63	D7WA63	9CORY	Corynebacterium genitalium ATCC 33030	Mycobacteriales	71	32	30	62
I4F4E0_9ACTN/2-71	I4F4E0	9ACTN	Modestobacter italicus (strain DSM 44449 / CECT 9708 / BC 501)	Geodermatophilales	71	32	38	70
A0A4Q9KIB6_9ACTN/2-73	A0A4Q9KIB6	9ACTN	Propioniciclava sinopodophylli	Propionibacteriales	77	32	40	72
A0A2S0KD86_9ACTN/2-61	A0A2S0KD86	9ACTN	Gordonia iterans	Mycobacteriales	61	32	28	60
A0A087DJF6_9BIFI/2-91	A0A087DJF6	9BIFI	Bifidobacterium stellenboschense	Bifidobacteriales	135	32	58	90
A0A1R1SLH8_9ACTN/2-82	A0A1R1SLH8	9ACTN	Streptomyces sparsogenes DSM 40356	Kitasatosporales	86	32	49	81
A0A367B9A5_9ACTN/2-72	A0A367B9A5	9ACTN		None		32	39	71
W5WUQ3_9PSEU/2-62	W5WUQ3	9PSEU	Kutzneria albida DSM 43870	Pseudonocardiales	62	32	29	61
A0A9W6G577_9ACTN/2-73	A0A9W6G577	9ACTN	Glycomyces algeriensis	Glycomycetales	102	32	40	72
S3XPA1_9ACTN/2-71	S3XPA1	9ACTN		None		32	38	70
A0A4P7SZI9_9MICC/2-73	A0A4P7SZI9	9MICC		None		32	40	72
M7MVB5_9MICC/2-72	M7MVB5	9MICC	Paeniglutamicibacter gangotriensis Lz1y	Micrococcales	75	32	39	71
A0A1Q9RYL8_9PSEU/2-67	A0A1Q9RYL8	9PSEU		None		32	34	66
A0A0Q8PZX3_9ACTN/2-59	A0A0Q8PZX3	9ACTN		None		32	26	58
A0A7W8QPG9_9ACTN/2-76	A0A7W8QPG9	9ACTN	Nocardiopsis composta	Streptosporangiales	78	32	43	75
A0A098Y5I6_9ACTN/2-71	A0A098Y5I6	9ACTN	Modestobacter caceresii	Geodermatophilales	71	32	38	70
A0A261GAP9_9BIFI/2-87	A0A261GAP9	9BIFI	Bifidobacterium aquikefiri	Bifidobacteriales	207	32	54	86
A0A2N8P6K6_STRNR/2-79	A0A2N8P6K6	STRNR	Streptomyces noursei (Streptomyces albulus)	Kitasatosporales	81	32	46	78
A0A6L7GUR8_9ACTN/2-58	A0A6L7GUR8	9ACTN	Gordonia mangrovi	Mycobacteriales	58	32	25	57
A0A2Z5K2W0_9ACTN/2-65	A0A2Z5K2W0	9ACTN		None		32	32	64
K6W7D0_9ACTN/2-58	K6W7D0	9ACTN	Gordonia rhizosphera NBRC 16068	Mycobacteriales	58	32	25	57
A0A542DKC4_AMYCI/2-60	A0A542DKC4	AMYCI	Amycolatopsis cihanbeyliensis	Pseudonocardiales	60	32	27	59
A0A1E3SET6_9MYCO/2-59	A0A1E3SET6	9MYCO	Mycobacterium sherrisii	Mycobacteriales	59	32	26	58
A0A7D6VJT0_9NOCA/2-71	A0A7D6VJT0	9NOCA	Nocardia huaxiensis	Mycobacteriales	71	32	38	70
Q83FK1_TROWT/2-41	Q83FK1	TROWT	Tropheryma whipplei (strain Twist) (Whipple's bacillus)	Micrococcales	41	32	8	40
A0A3A9ZJH3_9ACTN/2-66	A0A3A9ZJH3	9ACTN	Micromonospora endolithica	Micromonosporales	71	32	33	65
A0A5P8K647_9ACTN/2-81	A0A5P8K647	9ACTN	Streptomyces phaeolivaceus	Kitasatosporales	85	32	48	80
A0A974N8Z8_9ACTO/2-67	A0A974N8Z8	9ACTO		None		32	34	66
A0A7Y9RQD1_9ACTN/2-60	A0A7Y9RQD1	9ACTN	Nocardioides perillae	Propionibacteriales	61	32	27	59
A0A1D8G2V8_9ACTN/2-64	A0A1D8G2V8	9ACTN	Streptomyces rubrolavendulae	Kitasatosporales	83	32	31	63
A0A372JDV4_9ACTN/2-69	A0A372JDV4	9ACTN	Actinomadura logoneensis	Streptosporangiales	95	32	36	68
A0A5C1YFE2_9MICO/2-62	A0A5C1YFE2	9MICO	Agromyces intestinalis	Micrococcales	65	32	29	61
A0A2I2KIV9_9ACTN/2-65	A0A2I2KIV9	9ACTN	Frankia canadensis	Frankiales	68	32	32	64
A0A7Y9E3N6_9ACTN/2-60	A0A7Y9E3N6	9ACTN	Nocardioides panaciterrulae	Propionibacteriales	62	32	27	59
H0R4E9_9ACTN/2-56	H0R4E9	9ACTN	Gordonia effusa NBRC 100432	Mycobacteriales	57	32	23	55
A0A562C2Y9_9ACTN/2-60	A0A562C2Y9	9ACTN		None		32	27	59
A0A5J6F9Z5_9ACTN/2-78	A0A5J6F9Z5	9ACTN	Streptomyces nitrosporeus	Kitasatosporales	82	32	45	77
A0A3S4SEL9_9ACTO/2-68	A0A3S4SEL9	9ACTO	Actinomyces slackii	Actinomycetales	72	32	35	67
A0A646KKY0_STRJU/2-65	A0A646KKY0	STRJU	Streptomyces jumonjinensis	Kitasatosporales	84	32	32	64
A0A1S1NGK5_9MYCO/2-60	A0A1S1NGK5	9MYCO	Mycobacterium talmoniae	Mycobacteriales	60	32	27	59
A0A8J7KYN1_9ACTN/1-47	A0A8J7KYN1	9ACTN	Longispora fulva	Micromonosporales	48	21	26	47
K0YZ49_9ACTO/2-78	K0YZ49	9ACTO	Winkia neuii BV029A5	Actinomycetales	81	32	45	77
A0A2M9MCI6_9ACTN/2-64	A0A2M9MCI6	9ACTN		None		32	31	63
A0A1H1ZRD1_9ACTN/2-64	A0A1H1ZRD1	9ACTN	Friedmanniella luteola	Propionibacteriales	66	32	31	63
K9ECU2_9ACTO/2-82	K9ECU2	9ACTO	Actinobaculum massiliense ACS-171-V-Col2	Actinomycetales	90	32	49	81
A0A1G8YN43_9MICO/2-73	A0A1G8YN43	9MICO	Cryobacterium psychrotolerans	Micrococcales	77	32	40	72
A0A0M8VDW7_9ACTN/2-78	A0A0M8VDW7	9ACTN		None		32	45	77
A0A7H0H6F7_9ACTN/2-75	A0A7H0H6F7	9ACTN	Tessaracoccus defluvii	Propionibacteriales	76	32	42	74
A0A1X9LW91_9MICO/2-61	A0A1X9LW91	9MICO	Cnuibacter physcomitrellae	Micrococcales	66	32	28	60
F5XL18_MICPN/2-78	F5XL18	MICPN	Microlunatus phosphovorus (strain ATCC 700054 / DSM 10555 / JCM 9379 / NBRC 101784 / NCIMB 13414 / VKM Ac-1990 / NM-1)	Propionibacteriales	81	32	45	77
A0A495XCV1_9PSEU/2-63	A0A495XCV1	9PSEU	Saccharothrix variisporea	Pseudonocardiales	63	32	30	62
A0A2Z5QVG4_9MICC/2-68	A0A2Z5QVG4	9MICC	Rothia aeria	Micrococcales	69	32	35	67
A0A8J3ZKB2_9ACTN/2-73	A0A8J3ZKB2	9ACTN	Virgisporangium ochraceum	Micromonosporales	81	32	40	72
A0A519H2P1_MICSX/2-59	A0A519H2P1	MICSX		None		32	26	58
A0A938YH94_9ACTN/2-74	A0A938YH94	9ACTN	Nakamurella flavida	Nakamurellales	82	32	41	73
A0A510TQG2_9ACTN/2-65	A0A510TQG2	9ACTN		None		32	32	64
A0A7Y9URG6_9ACTN/2-61	A0A7Y9URG6	9ACTN	Nocardioides daedukensis	Propionibacteriales	64	32	28	60
A0A2W2E8D4_9ACTN/2-66	A0A2W2E8D4	9ACTN	Micromonospora craterilacus	Micromonosporales	70	32	33	65
A0A2R7YU37_9ACTN/2-57	A0A2R7YU37	9ACTN	Nocardioides currus	Propionibacteriales	61	32	24	56
A0A6H9WZ03_9MICO/2-63	A0A6H9WZ03	9MICO		None		32	30	62
A0A7K0C0L2_9ACTN/2-55	A0A7K0C0L2	9ACTN	Actinomadura macrotermitis	Streptosporangiales	55	32	22	54
A0A840Q1Y5_9PSEU/2-61	A0A840Q1Y5	9PSEU	Saccharopolyspora phatthalungensis	Pseudonocardiales	62	32	28	60
A0A1C5KAD9_9ACTN/2-66	A0A1C5KAD9	9ACTN	Micromonospora echinaurantiaca	Micromonosporales	71	32	33	65
A0A2A9CWL3_9MICO/2-59	A0A2A9CWL3	9MICO	Serinibacter salmoneus	Micrococcales	59	32	26	58
A0A1Q4VD59_9ACTN/2-65	A0A1Q4VD59	9ACTN	Streptomyces uncialis	Kitasatosporales	86	32	32	64
V6KZT7_9ACTN/2-83	V6KZT7	9ACTN		None		32	50	82
A0A1Q4Z5P6_9ACTN/2-81	A0A1Q4Z5P6	9ACTN		None		32	48	80
A0A345NMK4_9MICO/2-66	A0A345NMK4	9MICO	Ornithinimicrobium avium	Micrococcales	81	32	33	65
A0A542FSI2_9MICO/2-61	A0A542FSI2	9MICO		None		32	28	60
A0K1E3_ARTS2/2-73	A0K1E3	ARTS2		None		32	40	72
A0A6P0HPY6_9ACTN/2-57	A0A6P0HPY6	9ACTN	Nocardioides zeae	Propionibacteriales	59	32	24	56
A0A5A7NN65_9MICC/2-68	A0A5A7NN65	9MICC	Zafaria cholistanensis	Micrococcales	73	32	35	67
A0A8J3VNX4_9ACTN/2-68	A0A8J3VNX4	9ACTN	Rugosimonospora africana	Micromonosporales	73	32	35	67
A0A1P8UBW4_9MICO/2-59	A0A1P8UBW4	9MICO	Microbacterium aurum	Micrococcales	59	32	26	58
A0A087AM21_9BIFI/2-84	A0A087AM21	9BIFI	Bifidobacterium pullorum subsp. gallinarum	Bifidobacteriales	124	32	51	83
A0AA37RAL5_9MYCO/2-62	A0AA37RAL5	9MYCO		None		32	29	61
A0A554W2F7_9MICC/2-73	A0A554W2F7	9MICC		None		32	40	72
A0A1G7UCZ8_9MICO/2-59	A0A1G7UCZ8	9MICO	Microbacterium pygmaeum	Micrococcales	59	32	26	58
A0A6F8YJD5_9ACTN/23-87	A0A6F8YJD5	9ACTN	Phytohabitans suffuscus	Micromonosporales	91	32	33	65
A0A2R4T497_9ACTN/2-64	A0A2R4T497	9ACTN	Streptomyces lunaelactis	Kitasatosporales	83	32	31	63
E6K2H2_PARDN/2-95	E6K2H2	PARDN	Parascardovia denticolens DSM 10105 = JCM 12538	Bifidobacteriales	128	32	62	94
A0A9E8MM52_9MICO/2-64	A0A9E8MM52	9MICO	Microcella daejeonensis	Micrococcales	69	32	31	63
A0A511D095_9PSEU/2-64	A0A511D095	9PSEU	Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224	Pseudonocardiales	69	32	31	63
A0A7Y9Z7D5_9MICO/2-64	A0A7Y9Z7D5	9MICO	Demequina lutea	Micrococcales	67	32	31	63
A0A3E1IRZ5_GARVA/2-88	A0A3E1IRZ5	GARVA	Gardnerella vaginalis	Bifidobacteriales	126	32	55	87
A0A419HKL1_9PSEU/2-68	A0A419HKL1	9PSEU		None		32	35	67
A0A931B5R8_9ACTN/2-72	A0A931B5R8	9ACTN	Streptacidiphilus fuscans	Kitasatosporales	78	32	39	71
A0A0A0JZN1_9MICO/2-64	A0A0A0JZN1	9MICO	Knoellia aerolata DSM 18566	Micrococcales	65	32	31	63
A0A1H0JPA8_9ACTN/2-75	A0A1H0JPA8	9ACTN	Nakamurella panacisegetis	Nakamurellales	80	32	42	74
A0A4Q2ED09_9ACTN/2-73	A0A4Q2ED09	9ACTN	Propioniciclava flava	Propionibacteriales	75	32	40	72
A0A7J5BB13_9MICO/2-69	A0A7J5BB13	9MICO	Gulosibacter chungangensis	Micrococcales	71	32	36	68
A0A250VJT1_STROL/2-79	A0A250VJT1	STROL	Streptomyces olivochromogenes	Kitasatosporales	83	32	46	78
A0A4P7IEX0_9ACTN/2-61	A0A4P7IEX0	9ACTN	Nocardioides seonyuensis	Propionibacteriales	63	32	28	60
A0A368L908_9MICO/2-64	A0A368L908	9MICO		None		32	31	63
C7QJA9_CATAD/2-84	C7QJA9	CATAD	Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)	Catenulisporales	90	32	51	83
A0A1H7JVN7_STRJI/2-65	A0A1H7JVN7	STRJI	Streptacidiphilus jiangxiensis	Kitasatosporales	83	32	32	64
A0A937EJ98_9ACTN/2-60	A0A937EJ98	9ACTN	Streptomyces actinomycinicus	Kitasatosporales	62	32	27	59
A0A6N7HRY2_9PSEU/2-60	A0A6N7HRY2	9PSEU		None		32	27	59
A0A221R879_9MICC/2-73	A0A221R879	9MICC		None		32	40	72
A0A0V8IPU7_9MICC/2-73	A0A0V8IPU7	9MICC	Pseudarthrobacter enclensis	Micrococcales	77	32	40	72
A0A3L6ZXY0_9MICO/2-60	A0A3L6ZXY0	9MICO	Mycetocola manganoxydans	Micrococcales	64	32	27	59
A0A433H4N1_9MICC/2-64	A0A433H4N1	9MICC		None		32	31	63
A0A4R8V9W9_9MICO/2-58	A0A4R8V9W9	9MICO	Terrimesophilobacter mesophilus	Micrococcales	60	32	25	57
A0A4Q8B4Z4_9ACTN/2-67	A0A4Q8B4Z4	9ACTN	Micromonospora kangleipakensis	Micromonosporales	72	32	34	66
A0A2T0GTP0_ACTMO/2-57	A0A2T0GTP0	ACTMO	Actinopolyspora mortivallis	Actinopolysporales	57	32	24	56
A0A2G1XLC6_STRCJ/2-65	A0A2G1XLC6	STRCJ	Streptomyces cinnamoneus (Streptoverticillium cinnamoneum)	Kitasatosporales	85	32	32	64
A0A3Q8W4F4_9ACTN/2-81	A0A3Q8W4F4	9ACTN		None		32	48	80
A0A7W9G1C6_9ACTN/2-71	A0A7W9G1C6	9ACTN	Nonomuraea jabiensis	Streptosporangiales	76	32	38	70
A0A3N4CZU0_9ACTN/2-70	A0A3N4CZU0	9ACTN	Arachnia propionica	Propionibacteriales	70	32	37	69
A0A086ZH70_9BIFI/2-82	A0A086ZH70	9BIFI	Bifidobacterium bohemicum DSM 22767	Bifidobacteriales	123	32	49	81
A0A917RSH4_9NOCA/2-68	A0A917RSH4	9NOCA	Nocardia jinanensis	Mycobacteriales	69	32	35	67
A0A6I5ZZ56_9CELL/2-66	A0A6I5ZZ56	9CELL		None		32	33	65
A0A427TBJ4_9PSEU/2-62	A0A427TBJ4	9PSEU	Amycolatopsis eburnea	Pseudonocardiales	62	32	29	61
A0A498QUW6_9MYCO/2-60	A0A498QUW6	9MYCO	Mycobacterium pseudokansasii	Mycobacteriales	60	32	27	59
A0A0Q9AQW7_9ACTN/2-82	A0A0Q9AQW7	9ACTN		None		32	49	81
A0A1A3IG09_9MYCO/2-63	A0A1A3IG09	9MYCO		None		32	30	62
A0A1Q2CCG1_9ACTN/2-73	A0A1Q2CCG1	9ACTN	Tessaracoccus flavus	Propionibacteriales	75	32	40	72
A0A147EPD9_9MICO/2-62	A0A147EPD9	9MICO	Leucobacter chromiiresistens	Micrococcales	62	32	29	61
A0A6V8KZ66_9ACTN/23-88	A0A6V8KZ66	9ACTN	Phytohabitans rumicis	Micromonosporales	92	32	34	66
A0A919PKX2_9ACTN/2-59	A0A919PKX2	9ACTN	Dactylosporangium siamense	Micromonosporales	59	32	26	58
A0A4U0HGB5_9MICC/2-70	A0A4U0HGB5	9MICC		None		32	37	69
A0A2T0Y5X4_9MICO/2-66	A0A2T0Y5X4	9MICO		None		32	33	65
A0A177HWI3_9ACTN/2-70	A0A177HWI3	9ACTN	Streptomyces jeddahensis	Kitasatosporales	88	32	37	69
A0A919RLJ6_9ACTN/2-56	A0A919RLJ6	9ACTN	Sinosporangium siamense	Streptosporangiales	57	32	23	55
A0A6G8FFS3_9MICO/2-61	A0A6G8FFS3	9MICO	Leucobacter insecticola	Micrococcales	61	32	28	60
A0A021VT62_9CELL/2-62	A0A021VT62	9CELL	Actinotalea ferrariae CF5-4	Micrococcales	63	32	29	61
C8XB20_NAKMY/2-77	C8XB20	NAKMY	Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104) (Microsphaera multipartita)	Nakamurellales	80	32	44	76
W0ZDN3_9MICO/2-54	W0ZDN3	9MICO		None		32	21	53
A0A2G5IJ78_9ACTN/2-64	A0A2G5IJ78	9ACTN		None		32	31	63
A0A1Y1RNL3_9MICC/2-65	A0A1Y1RNL3	9MICC	Rothia nasimurium	Micrococcales	68	32	32	64
A0A4Q9KKS8_PROTD/2-66	A0A4Q9KKS8	PROTD	Propioniciclava tarda	Propionibacteriales	80	32	33	65
A0A2T8FFE4_9ACTN/2-60	A0A2T8FFE4	9ACTN	Nocardioides gansuensis	Propionibacteriales	63	32	27	59
A0A0F6QY21_9CORY/2-64	A0A0F6QY21	9CORY	Corynebacterium camporealensis	Mycobacteriales	65	32	31	63
A0A399GUC0_9ACTN/2-63	A0A399GUC0	9ACTN		None		32	30	62
A0A0V8S382_9CELL/2-68	A0A0V8S382	9CELL		None		32	35	67
A0A846RV06_9MICC/2-68	A0A846RV06	9MICC	Arthrobacter pigmenti	Micrococcales	75	32	35	67
A0A161MF00_9ACTN/2-56	A0A161MF00	9ACTN	Planomonospora sphaerica	Streptosporangiales	56	32	23	55
A0A3A1TZR1_9MICO/2-56	A0A3A1TZR1	9MICO	Amnibacterium setariae	Micrococcales	56	32	23	55
A0A1V9A7F0_SACPI/2-61	A0A1V9A7F0	SACPI	Saccharomonospora piscinae	Pseudonocardiales	61	32	28	60
A0A7G6WRD5_9MICC/2-73	A0A7G6WRD5	9MICC		None		32	40	72
A0A0D0HY71_9MICO/2-65	A0A0D0HY71	9MICO	Leucobacter komagatae	Micrococcales	65	32	32	64
A0A9W6FPJ4_9MICO/2-63	A0A9W6FPJ4	9MICO	Agromyces rhizosphaerae	Micrococcales	64	32	30	62
A0A0T1SZD4_9ACTN/2-84	A0A0T1SZD4	9ACTN		None		32	51	83
A0A7Y9H0Z8_9ACTN/2-59	A0A7Y9H0Z8	9ACTN	Nocardioides cavernae	Propionibacteriales	62	32	26	58
A0A7J5C1Q2_9MICO/2-68	A0A7J5C1Q2	9MICO	Pseudoclavibacter chungangensis	Micrococcales	70	32	35	67
A0A543PQ51_9MICO/2-63	A0A543PQ51	9MICO	Humibacillus xanthopallidus	Micrococcales	64	32	30	62
A0A6G3SE64_9ACTN/2-83	A0A6G3SE64	9ACTN		None		32	50	82
A0A4Z0HAZ4_9ACTN/2-83	A0A4Z0HAZ4	9ACTN	Streptomyces palmae	Kitasatosporales	87	32	50	82
A0A087B805_9BIFI/2-93	A0A087B805	9BIFI	Bifidobacterium magnum	Bifidobacteriales	132	32	60	92
A0A919EBX0_9ACTN/2-79	A0A919EBX0	9ACTN	Streptomyces mashuensis	Kitasatosporales	82	32	46	78
A0A934M8A3_9CORY/2-73	A0A934M8A3	9CORY	Corynebacterium meridianum	Mycobacteriales	73	32	40	72
A0A5N8VMM6_9ACTN/2-64	A0A5N8VMM6	9ACTN	Streptomyces adustus	Kitasatosporales	85	32	31	63
A0A1Q5LJU4_STRX0/2-82	A0A1Q5LJU4	STRX0		None		32	49	81
A0A7W9Q634_9ACTN/2-81	A0A7W9Q634	9ACTN	Streptomyces zagrosensis	Kitasatosporales	83	32	48	80
A0A7X0BZB2_9ACTN/2-66	A0A7X0BZB2	9ACTN	Nonomuraea muscovyensis	Streptosporangiales	73	32	33	65
D4YN53_9MICO/2-73	D4YN53	9MICO	Brevibacterium mcbrellneri ATCC 49030	Micrococcales	76	32	40	72
A0AA46TFC0_9ACTN/2-63	A0AA46TFC0	9ACTN	Solicola gregarius	Propionibacteriales	64	32	30	62
A0A2M8LYC2_9ACTN/2-63	A0A2M8LYC2	9ACTN	Streptomyces carminius	Kitasatosporales	90	32	30	62
A0A176QFE2_9MICO/2-64	A0A176QFE2	9MICO	Janibacter melonis	Micrococcales	65	32	31	63
A0A652L3N3_9ACTN/2-65	A0A652L3N3	9ACTN		None		32	32	64
